Make,Model,Model Year,Mileage,ADAS/ADS System Version,ADAS/ADS Hardware Version,ADAS/ADS Software Version,Roadway Type,Roadway Surface,Roadway Description,Lighting,weather,Highest Injury Severity Alleged
0,0,0,6527,0,0,0,0,0,0,0,0,3
1,1,1,83212,1,1,1,0,0,0,1,0,1
1,1,0,2573,1,1,1,1,0,0,1,0,1
1,1,1,137012,1,1,1,1,0,0,0,0,1
1,1,0,22225,1,1,1,1,0,0,1,0,1
1,1,1,104293,1,1,1,1,0,0,1,0,1
1,1,0,23613,1,1,1,1,0,0,1,2,1
1,1,0,34092,1,1,1,1,0,0,1,0,1
1,1,0,24657,1,1,1,1,0,0,0,0,1
1,1,0,2841,1,1,1,1,0,0,0,0,1
1,1,1,98868,1,1,1,1,0,0,0,2,1
1,1,1,51747,1,1,1,1,0,0,0,0,1
1,1,0,2154,1,1,1,0,0,0,1,0,1
1,1,0,9736,1,1,1,2,0,0,0,0,1
1,1,0,8966,1,1,1,1,0,0,0,0,1
1,1,0,14832,1,1,1,2,0,0,0,0,1
1,1,0,14358,1,1,1,0,0,0,1,0,1
1,1,1,107895,1,1,1,1,0,0,0,0,1
1,1,1,151685,1,1,1,1,0,0,0,0,1
1,1,1,90797,1,1,1,1,0,0,0,2,1
1,1,0,37010,1,1,1,0,0,0,0,0,1
1,1,0,22183,1,1,1,1,0,0,0,2,1
1,1,0,2972,1,1,1,1,0,0,0,0,1
1,1,1,28632,1,1,1,1,0,0,0,0,1
1,1,1,69410,1,1,1,1,0,0,0,0,1
1,1,0,28037,1,1,1,2,0,0,0,0,1
1,1,0,3738,1,1,1,1,0,0,1,0,1
1,1,1,169580,1,1,1,0,0,0,1,0,1
1,1,1,111454,1,1,1,1,0,0,0,2,1
1,1,0,22069,1,1,1,1,0,0,0,0,1
1,1,1,92528,1,1,1,1,0,0,1,0,1
1,1,0,7815,1,1,1,1,0,0,0,2,1
1,1,0,16788,1,1,1,1,0,0,2,2,1
1,1,0,69,1,1,1,1,0,0,0,0,1
2,2,2,44998,0,2,2,3,1,0,0,4,1
2,2,0,58078,0,2,2,3,0,0,0,2,1
2,2,0,76583,0,2,2,3,0,0,0,0,1
2,2,0,76583,0,2,2,3,0,0,0,0,1
2,2,2,44998,0,2,2,3,1,0,0,4,1
2,2,0,58078,0,2,2,3,0,0,0,2,1
1,1,0,531,1,1,1,1,0,0,1,0,1
0,3,0,6527,0,0,0,0,0,0,0,0,3
1,1,0,6205,1,1,1,1,0,0,0,0,1
1,1,0,14604,1,1,1,1,0,0,0,0,1
1,1,0,6495,1,1,1,0,0,0,0,0,1
1,1,0,18249,1,1,1,1,0,0,0,0,1
1,1,0,2573,1,1,1,1,0,0,1,0,1
1,1,0,1381,1,1,1,1,0,0,1,0,1
0,0,0,6527,0,0,0,0,0,0,0,0,3
0,0,0,,0,0,0,1,0,0,0,0,1
0,3,0,1770,0,0,0,1,0,0,0,0,1
0,3,0,6527,0,0,0,0,0,0,0,0,3
1,1,1,144676,1,1,1,1,0,1,0,2,1
1,1,0,16532,1,1,1,1,0,0,0,0,2
1,1,0,3227,1,1,1,1,0,0,1,0,1
1,1,0,6495,1,1,1,0,0,0,0,0,1
3,4,3,56823,2,3,3,1,0,0,1,0,1
1,1,1,160918,1,1,1,1,0,1,0,0,3
1,1,0,20049,1,1,1,1,0,1,0,2,1
1,1,1,160918,1,1,1,1,0,1,0,0,3
1,1,0,16532,1,1,1,1,0,0,0,0,2
1,1,0,16532,1,1,1,1,0,0,0,0,2
1,1,0,20049,1,1,1,1,0,1,0,2,1
1,1,1,90387,1,1,1,0,0,0,1,2,1
1,1,0,7345,1,1,1,1,0,0,1,0,1
1,1,0,25984,1,1,1,2,0,0,0,0,1
1,1,0,449,1,1,1,1,0,0,0,0,1
1,1,0,4329,1,1,1,1,0,0,0,2,1
1,1,0,9894,1,1,1,1,0,0,0,0,1
1,1,0,19267,1,1,1,1,0,0,1,0,1
1,1,0,18994,1,1,1,1,0,0,0,0,1
1,1,0,26111,1,1,1,2,0,0,0,0,1
1,1,0,1792,1,1,1,1,0,0,0,0,1
1,1,0,11567,1,1,1,1,0,0,0,0,1
1,1,0,11036,1,1,1,1,0,0,0,2,1
1,1,0,9670,1,1,1,1,0,0,1,2,1
1,1,0,8816,1,1,1,1,0,0,0,0,1
1,1,0,8190,1,1,1,1,0,0,0,0,1
1,1,0,11124,1,1,1,0,0,0,0,0,1
1,1,1,86073,1,1,1,0,0,0,0,0,1
1,1,0,9047,1,1,1,1,0,0,0,0,1
1,1,0,18992,1,1,1,1,0,0,0,0,1
3,4,4,27052,3,4,4,1,0,0,0,2,1
1,1,1,135319,1,1,1,2,0,0,0,0,1
1,1,1,91896,1,1,1,2,0,0,1,0,2
3,4,4,16733,4,5,5,1,0,0,0,0,1
3,4,4,68476,5,6,6,1,0,0,0,0,1
1,1,1,78170,1,1,1,2,0,0,1,0,1
1,1,1,138814,1,1,1,2,0,0,0,0,1
1,1,1,139899,1,1,1,1,0,0,0,0,1
1,1,1,160918,1,1,1,1,0,1,0,0,3
1,1,1,160918,1,1,1,1,0,1,0,0,3
1,1,1,88108,1,1,1,0,0,0,0,2,1
1,1,0,26823,1,1,1,2,0,0,0,0,1
3,5,5,11837,6,7,7,1,0,0,0,0,1
3,6,5,10326,6,7,7,1,0,0,0,0,1
1,1,1,85516,1,1,1,0,0,0,0,0,1
1,1,1,104307,1,1,1,0,0,0,0,2,1
1,1,0,431,1,1,1,1,0,0,3,0,1
3,4,4,31992,7,8,8,1,0,0,0,0,2
1,1,0,5287,1,1,1,0,0,0,0,0,1
1,1,1,94884,1,1,1,0,0,0,0,0,1
1,1,1,119981,1,1,1,2,0,0,0,0,1
1,1,1,119981,1,1,1,2,0,0,0,0,1
3,5,5,15976,6,7,7,1,0,0,0,0,1
1,1,1,73354,1,1,1,0,0,0,1,2,1
3,4,4,31992,7,8,8,1,0,0,0,0,2
1,1,0,5287,1,1,1,0,0,0,0,0,1
1,1,1,134631,1,1,1,1,0,0,1,0,2
1,1,1,94884,1,1,1,0,0,0,0,0,1
1,1,1,152712,1,1,1,0,0,0,1,0,1
1,1,0,164,1,1,1,3,0,0,0,2,2
1,1,1,128293,1,1,1,0,0,0,0,2,1
4,7,6,7394,0,0,0,2,0,0,0,0,1
1,1,0,5587,1,1,1,0,0,0,0,0,2
1,1,0,25710,1,1,1,2,0,0,0,0,1
1,1,0,3200,1,1,1,1,0,0,3,0,1
1,1,0,164,1,1,1,3,0,0,0,2,2
1,1,0,15703,1,1,1,0,0,0,0,0,1
1,1,0,6594,1,1,1,1,0,0,0,0,1
5,8,0,,8,2,2,0,0,2,2,6,1
1,1,0,16368,1,1,1,1,0,0,0,0,1
1,1,1,78153,1,1,1,1,0,0,1,0,1
1,1,0,1436,1,1,1,2,0,0,0,0,1
1,1,1,90236,1,1,1,0,0,0,1,0,1
1,1,1,85292,1,1,1,1,0,0,0,2,1
1,1,1,127908,1,1,1,0,0,0,0,2,1
1,1,1,85096,1,1,1,1,0,0,0,0,1
1,1,0,15644,1,1,1,1,0,0,0,0,1
1,1,1,71211,1,1,1,1,0,0,0,0,1
1,1,0,10618,1,1,1,1,0,0,0,2,1
1,1,1,79252,1,1,1,1,0,0,1,0,1
1,1,1,34062,1,1,1,1,0,0,0,0,1
1,1,1,128293,1,1,1,0,0,0,0,2,1
1,1,1,129577,1,1,1,1,0,0,0,0,1
6,9,7,,0,0,0,2,0,0,0,2,1
1,1,0,14415,1,1,1,0,0,0,1,0,1
1,1,1,122972,1,1,1,1,0,0,1,0,1
2,2,0,22595,0,2,2,3,0,0,3,6,1
7,10,4,25430,9,9,7,1,0,0,0,0,1
8,11,2,6808,8,2,2,1,0,0,2,0,3
9,12,6,24248,8,2,2,0,0,0,0,0,1
1,1,1,73354,1,1,1,0,0,0,1,2,1
2,2,0,22595,0,2,2,3,0,0,3,6,1
9,12,6,24248,0,2,2,0,0,0,0,0,1
8,11,2,6808,0,0,0,1,0,0,2,0,3
10,13,2,4247,0,0,0,1,0,0,0,0,1
1,1,0,17265,1,1,1,0,0,0,2,2,1
1,1,0,1283,1,1,1,0,0,0,1,0,1
1,1,1,136899,1,1,1,0,0,0,1,0,1
1,1,0,1283,1,1,1,0,0,0,1,0,1
1,1,1,105914,1,1,1,1,0,0,0,0,1
1,1,0,5004,1,1,1,1,0,0,1,0,1
3,14,5,13728,0,0,0,0,0,0,0,0,1
1,1,1,89544,1,1,1,0,0,0,0,0,1
1,1,0,277,1,1,1,3,0,0,3,0,1
1,1,0,164,1,1,1,3,0,0,0,2,1
1,1,0,12239,1,1,9,0,0,0,0,0,1
1,1,0,13931,1,1,1,0,0,0,1,0,3
1,1,0,748,1,1,1,1,0,0,1,2,1
1,1,1,,1,1,1,1,0,0,0,0,1
1,1,0,2619,1,1,1,1,0,0,1,0,1
1,1,0,3754,1,1,1,0,0,0,1,0,1
1,1,1,125840,1,1,1,2,0,0,0,0,1
1,1,0,5655,1,1,1,0,0,0,1,2,1
1,1,1,142222,1,1,1,1,0,0,0,0,1
1,1,1,81873,1,1,1,0,0,0,0,0,1
1,1,0,8640,1,1,1,2,0,0,0,2,1
1,1,1,71470,1,1,9,2,0,0,1,0,1
1,1,1,93214,1,1,1,2,0,0,0,0,1
1,1,0,6858,1,1,9,1,0,0,1,2,1
1,1,0,164,1,1,1,3,0,0,0,2,1
1,1,0,164,1,1,9,1,0,0,1,2,1
1,1,1,90575,1,1,9,1,0,0,0,2,1
1,1,1,129471,1,1,9,0,0,0,0,0,3
1,1,1,115012,1,1,9,1,0,0,1,0,1
1,1,0,9992,1,1,1,1,0,0,1,0,1
1,1,0,277,1,1,1,3,0,0,3,0,1
1,1,0,10931,1,1,9,2,0,0,0,0,1
1,1,1,2971,1,1,9,1,0,0,1,0,1
1,1,0,2215,1,1,9,1,0,0,0,0,1
7,10,2,20829,10,10,10,1,0,0,0,0,1
10,13,2,3805,0,0,0,2,0,0,0,6,1
2,2,0,54941,0,2,2,3,0,0,0,2,1
2,2,0,34065,0,2,2,3,0,0,1,2,1
3,14,5,13193,0,0,0,0,0,0,0,0,1
2,2,0,54941,0,2,2,3,0,0,0,2,1
2,2,0,34065,0,2,2,3,0,0,1,2,1
11,15,4,63792,0,11,0,1,0,0,0,0,1
1,1,1,88586,1,1,1,2,0,0,0,0,1
1,1,1,88635,1,1,1,0,0,0,0,2,1
1,1,1,72368,1,1,9,2,0,0,0,0,1
3,5,5,11254,6,7,7,1,0,0,0,0,1
8,11,2,6808,8,2,2,1,0,0,2,0,3
8,11,2,6808,0,0,0,1,0,0,2,0,3
1,1,0,748,1,1,1,1,0,0,1,2,1
1,1,0,12239,1,1,9,0,0,0,0,0,1
1,1,1,83878,1,1,1,0,0,0,0,0,1
12,16,2,8136,11,12,11,1,0,0,0,0,1
1,1,0,10820,1,1,1,2,0,0,0,0,1
13,17,2,6412,12,13,12,1,0,3,3,0,3
1,1,1,85104,1,1,1,1,0,0,1,0,2
13,17,2,6412,12,13,12,1,0,3,3,0,3
1,1,0,10820,1,1,1,2,0,0,0,0,1
1,1,0,14933,1,1,1,1,0,0,0,0,1
1,1,1,75016,1,1,1,0,0,0,1,0,1
1,1,1,122747,1,1,1,3,0,0,3,2,4
3,14,5,13160,0,0,0,0,0,0,0,0,1
1,1,0,3344,1,1,9,1,0,0,0,2,2
1,1,1,131785,1,1,9,2,0,0,0,0,1
1,1,0,11224,13,1,9,0,0,0,0,0,1
1,1,1,95182,1,1,9,0,0,0,1,0,2
1,1,1,129471,1,1,9,0,0,0,0,0,1
1,1,1,113072,1,1,9,1,0,0,0,0,1
1,1,1,131785,1,1,9,2,0,0,0,0,1
1,1,1,80954,1,1,9,2,0,0,1,0,1
1,1,0,6169,1,1,9,2,0,0,0,2,1
1,1,0,5980,1,1,9,0,0,0,0,0,1
1,1,1,113072,1,1,9,1,0,0,0,0,1
1,1,0,8087,1,1,9,0,0,0,0,0,1
1,1,1,68796,1,1,9,1,0,0,1,0,1
1,1,1,88123,1,1,9,0,0,0,0,0,1
1,1,1,29249,1,1,9,1,0,0,0,2,2
1,1,1,130737,1,1,9,2,0,0,0,0,1
1,1,0,6164,1,1,9,0,0,0,0,0,1
1,1,1,88123,1,1,9,0,0,0,0,0,1
1,1,0,905,1,1,9,1,0,0,0,0,1
3,5,5,8838,6,7,7,0,0,1,0,0,1
2,2,0,31782,0,2,2,3,0,0,0,2,1
10,13,2,2679,0,0,0,1,1,0,0,4,1
2,18,0,31782,0,2,2,3,0,0,0,2,1
3,4,3,57577,14,14,13,0,0,0,0,0,1
1,1,1,74147,1,1,9,1,0,0,0,0,1
1,1,0,11224,13,1,9,0,0,0,0,0,1
3,4,4,14560,15,15,14,0,0,0,0,0,2
1,1,1,134602,13,1,9,0,0,0,0,0,1
1,1,0,8535,1,1,9,0,0,0,2,0,1
3,4,4,59843,16,16,15,1,0,0,0,0,2
1,1,1,22980,1,1,16,0,0,0,0,0,1
1,1,1,56344,13,1,9,1,0,0,0,0,1
1,1,1,118480,1,1,9,1,0,0,0,0,2
3,4,4,14560,15,15,14,0,0,0,0,0,2
3,4,4,59843,16,16,15,1,0,0,0,0,2
1,1,1,63723,1,1,9,0,0,0,1,0,1
1,1,1,114928,1,1,1,1,0,0,0,2,1
2,2,2,105033,0,2,2,3,0,0,0,0,1
1,1,0,676,1,1,1,0,0,0,0,0,1
1,1,0,549,1,1,1,1,1,0,0,4,1
1,1,1,91787,1,1,1,0,0,0,0,0,1
1,1,0,549,1,1,1,1,1,0,0,4,1
1,1,1,80319,1,1,9,1,0,0,1,0,1
1,1,1,111866,1,1,9,1,0,0,0,0,1
1,1,0,676,1,1,1,0,0,0,0,0,1
1,1,1,38500,1,1,9,0,0,0,0,0,1
1,1,1,25288,1,1,9,1,0,0,0,0,1
1,1,1,101912,1,1,9,1,0,0,1,0,1
1,1,1,1150344,1,1,9,0,0,0,1,0,1
1,1,1,1119636,1,1,9,0,0,0,1,0,1
1,1,0,3714,1,1,9,1,0,0,0,0,1
1,1,0,3382,1,1,9,1,1,0,1,2,1
1,1,1,91787,1,1,1,0,0,0,0,0,1
1,1,0,10257,1,1,9,1,0,4,1,0,1
1,1,1,114335,1,1,9,0,0,0,0,2,2
1,1,1,112982,1,1,9,1,1,0,1,4,1
1,1,0,3222,1,1,9,0,1,0,1,4,1
1,1,0,9139,1,1,9,0,0,0,0,0,1
1,1,1,119359,1,1,9,0,0,0,1,0,1
2,2,2,105033,0,2,2,3,0,0,0,0,1
3,14,5,12581,0,0,0,1,0,0,2,0,1
3,4,3,22173,17,17,17,1,0,0,0,0,1
3,4,4,66817,18,18,18,1,1,0,0,0,2
1,1,0,21238,1,1,9,0,0,0,0,2,1
1,1,1,142185,1,1,9,1,0,0,0,0,1
1,1,1,30030,1,1,9,1,1,0,1,4,1
1,1,1,118140,1,1,9,0,0,0,0,0,2
0,3,0,338,0,0,0,1,0,0,0,0,1
1,1,1,122999,1,1,9,1,0,0,0,0,1
1,1,1,122999,1,1,9,1,0,0,0,0,1
1,1,0,3344,1,1,9,1,0,0,0,2,2
1,1,1,100854,1,1,9,1,1,0,1,2,1
3,5,5,1255,6,7,7,1,2,0,0,1,1
0,0,0,338,0,0,0,1,0,0,0,0,1
10,13,2,2052,0,0,0,0,0,0,0,2,1
1,1,1,892177,1,1,9,1,0,0,0,0,1
1,1,1,104482,1,1,9,1,0,0,0,0,1
1,1,1,114290,1,1,9,1,0,0,1,0,1
1,1,1,125707,1,1,9,1,0,0,1,0,1
1,1,1,100854,1,1,9,1,1,0,1,2,1
1,1,1,103278,1,1,9,0,0,0,1,0,1
1,1,1,122999,1,1,9,1,0,0,0,0,1
1,1,1,61023,1,1,9,1,1,0,1,4,1
2,2,2,108193,0,2,2,3,0,0,2,2,1
3,4,4,52867,19,19,19,1,0,0,0,0,1
3,4,4,35228,20,20,20,0,0,0,0,0,1
3,4,3,,21,21,21,0,0,0,0,0,2
1,1,1,64007,1,1,9,0,0,0,1,0,1
0,3,0,338,0,0,0,1,0,0,0,0,1
1,1,1,118480,1,1,9,1,0,0,0,0,2
1,1,1,102778,1,1,1,3,0,4,1,0,2
1,1,1,102778,1,1,1,3,0,4,1,0,2
1,1,1,80882,13,1,9,0,0,0,0,2,1
1,1,0,1328,1,22,9,0,1,0,0,2,1
1,1,1,80882,13,1,9,0,0,0,0,2,1
1,1,1,86181,13,1,9,0,0,0,0,0,2
1,1,0,1328,1,22,9,0,1,0,0,2,1
1,1,1,90976,13,1,9,0,0,0,1,0,1
1,1,0,1328,1,22,9,0,1,0,0,2,1
1,1,1,75591,13,1,9,0,1,0,1,4,1
1,1,1,63054,13,1,9,0,0,0,1,0,1
1,1,1,114229,13,1,9,0,0,0,2,0,1
1,1,1,85993,13,1,9,0,0,0,0,0,1
1,1,1,56344,13,1,9,1,0,0,0,0,1
1,1,1,94478,13,1,9,0,0,0,0,0,1
1,1,1,90976,13,1,9,0,0,0,1,0,1
2,2,2,108193,0,2,2,3,0,0,2,2,1
7,19,2,13961,22,10,10,1,0,0,0,0,1
10,13,2,1562,0,0,0,0,0,0,0,0,1
3,14,5,4801,0,0,0,0,0,0,0,0,1
3,14,5,7377,0,0,0,0,1,0,0,4,1
3,4,3,80742,23,23,22,0,0,0,0,0,1
3,4,3,90280,24,24,23,1,0,0,0,0,1
3,4,3,90477,25,25,24,0,0,0,1,0,1
1,1,1,86181,13,1,9,0,0,0,0,0,2
1,1,1,74662,13,1,9,1,1,0,0,2,1
1,1,1,107479,13,1,9,2,0,0,0,0,1
1,1,1,75945,13,1,9,1,0,1,0,2,1
1,1,1,112503,13,1,9,2,0,1,0,2,1
0,20,6,,0,0,0,1,0,0,0,0,1
3,14,5,8963,0,0,0,1,0,0,0,0,1
1,21,1,80515,13,1,9,0,1,0,0,2,1
1,1,1,78758,1,1,9,0,0,0,1,0,1
1,1,1,83225,1,1,9,1,0,0,1,0,1
1,1,1,104891,1,1,9,2,0,0,0,0,1
1,1,1,74294,1,1,9,1,1,0,2,2,1
1,1,1,95560,1,1,9,1,0,0,0,0,1
1,1,1,99143,1,1,9,0,0,0,1,0,1
1,1,1,62115,1,1,9,0,0,0,0,2,1
1,1,1,56694,1,1,9,1,0,0,0,2,1
1,1,1,93672,1,1,9,1,0,0,0,0,1
1,1,1,71577,1,1,9,0,0,0,1,0,1
1,1,1,78758,1,1,9,0,0,0,1,0,1
1,1,1,59898,1,1,9,1,0,0,0,2,1
1,1,1,52254,1,1,9,1,1,0,0,4,1
3,22,3,62068,0,0,0,3,0,0,0,0,1
1,21,1,80684,13,1,9,0,1,0,0,2,1
14,23,2,64838,0,0,0,3,1,0,0,2,1
14,23,2,64838,0,0,0,3,1,0,0,2,1
1,1,1,76785,13,1,9,1,0,0,1,0,1
1,1,1,90362,13,1,9,0,1,0,0,2,2
15,24,6,5226,8,2,2,1,0,0,0,0,1
1,1,1,92003,13,1,9,0,0,0,0,2,1
1,1,1,96115,1,22,9,0,0,0,0,0,2
1,1,1,70533,13,1,9,0,0,0,0,0,2
1,1,1,102570,13,1,9,0,0,0,0,0,1
1,1,1,47504,13,1,9,1,0,0,0,0,1
1,1,1,76385,13,1,9,0,0,0,1,0,1
1,1,1,53528,13,1,9,0,0,0,1,0,1
1,1,1,79098,13,1,9,0,0,0,0,0,1
1,1,1,76385,13,1,9,0,0,0,1,0,1
1,1,1,77212,13,1,9,2,0,0,1,0,1
2,2,2,83468,0,2,2,3,1,0,0,4,1
1,1,1,53528,13,1,9,0,0,0,1,0,1
1,1,1,79098,13,1,9,0,0,0,0,0,1
1,1,1,52707,1,22,9,2,0,0,0,0,1
2,2,2,83468,0,2,2,3,1,0,0,4,1
8,11,2,5091,8,2,2,0,0,0,1,0,4
8,11,2,5091,0,0,0,0,0,0,1,0,4
16,25,6,,26,2,25,0,0,0,0,0,1
0,0,5,609,0,0,0,0,0,0,0,0,1
0,3,5,609,0,0,0,0,0,0,0,0,1
1,1,1,86018,13,1,9,0,1,0,1,4,1
11,26,8,,27,26,26,0,0,0,0,0,1
11,26,3,,27,26,26,1,0,0,0,0,1
17,27,6,,28,27,26,0,0,0,0,0,1
1,1,1,86499,13,1,9,0,0,0,0,0,1
1,1,2,54469,13,1,9,0,0,0,0,0,1
1,1,1,49823,13,1,9,1,0,0,0,0,1
1,1,2,55661,13,1,9,1,0,0,1,0,1
1,1,1,86499,13,1,9,0,0,0,0,0,1
1,1,1,82124,13,1,9,2,0,0,2,0,1
1,1,1,56088,13,1,9,1,0,0,0,2,1
1,1,1,51633,13,1,9,1,0,0,0,0,1
1,1,1,58352,13,1,9,0,0,0,0,0,1
3,5,1,20960,29,28,27,1,0,0,0,2,1
8,11,2,9518,8,2,2,0,0,0,1,0,1
8,11,2,9518,0,0,0,0,0,0,1,0,1
8,11,2,5749,8,2,2,0,1,0,1,2,1
8,11,2,14784,8,2,2,1,0,0,0,0,1
8,11,2,7929,8,2,2,1,0,0,1,0,1
8,11,2,10601,8,2,2,0,0,0,1,0,1
3,4,3,42988,30,29,28,1,0,0,1,0,1
3,4,3,54622,31,30,29,1,0,0,0,0,1
18,11,5,18768,8,2,2,0,0,0,1,0,1
8,11,2,12092,8,2,2,0,0,0,1,0,1
8,11,2,8449,8,2,2,1,0,0,0,0,1
8,11,2,12551,8,2,2,0,0,0,1,0,1
1,1,1,64204,13,1,9,0,0,0,1,0,4
8,11,5,18768,0,0,0,0,0,0,1,0,1
8,11,2,12092,0,0,0,0,0,0,1,0,1
8,11,2,8449,0,0,0,1,0,0,0,0,1
8,11,2,12551,0,0,0,0,0,0,1,0,1
8,11,2,5749,0,0,0,0,1,0,1,2,1
8,11,2,14784,0,0,0,1,0,0,0,0,1
8,11,2,7929,0,0,0,1,0,0,1,0,1
8,11,2,10601,0,0,0,0,0,0,1,0,1
3,4,3,65425,32,31,30,1,0,0,1,0,2
3,4,3,65425,32,31,30,1,0,0,1,0,2
16,28,7,,33,2,25,0,0,0,0,0,1
1,1,1,642038,13,1,2,0,0,0,1,0,4
8,11,2,5091,8,2,2,0,0,0,1,0,4
8,11,2,5091,0,0,0,0,0,0,1,0,4
1,1,1,89981,13,1,9,1,0,0,1,0,2
19,29,4,278167,0,0,0,3,0,0,0,0,1
20,29,4,278167,0,0,0,3,0,0,0,0,1
1,1,1,73225,13,1,9,1,0,0,0,0,1
1,1,1,78568,13,1,9,0,0,0,0,0,1
1,1,1,78568,13,1,9,0,0,0,0,0,1
8,11,2,15003,8,2,2,1,0,0,1,0,3
8,11,2,15003,0,0,0,1,0,0,1,0,3
1,1,1,76624,13,1,9,1,0,4,1,0,1
1,1,1,49500,1,1,9,0,0,0,1,0,1
1,1,1,49500,1,1,9,0,0,0,1,0,1
1,1,1,78568,13,1,9,0,0,0,0,0,1
8,11,2,594,8,2,2,1,0,0,0,0,1
8,11,2,15003,8,2,2,1,0,0,1,0,3
1,1,1,78568,13,1,9,0,0,0,0,0,1
8,11,2,15003,0,0,0,1,0,0,1,0,3
8,11,2,594,0,0,0,1,0,0,0,0,1
8,11,5,31256,8,2,2,1,0,0,1,0,1
1,1,1,49500,1,1,9,0,0,0,1,0,1
1,1,1,70000,1,1,31,1,0,0,0,0,1
1,1,1,73650,1,1,9,2,0,0,1,0,1
1,1,1,70384,1,1,9,1,0,0,1,0,1
1,1,1,43512,1,1,9,1,0,0,1,0,1
1,1,1,53804,1,1,9,1,0,0,0,0,1
1,1,1,87996,1,1,9,1,0,0,0,0,1
1,1,1,59285,1,1,9,1,0,0,0,0,1
1,1,1,42200,1,1,9,1,1,0,1,0,1
8,11,5,31256,0,0,0,1,0,0,1,0,1
7,10,2,14370,34,10,10,1,0,0,0,0,1
8,11,2,8917,8,2,2,1,0,0,0,0,2
8,11,2,8917,0,0,0,1,0,0,0,0,2
8,11,2,9942,8,2,2,0,0,0,0,0,1
8,30,6,78839,8,2,2,1,0,0,0,0,1
8,11,2,9518,8,2,2,0,0,0,1,0,1
8,11,2,11107,8,2,2,0,0,0,1,0,1
3,4,3,86020,35,32,32,1,0,0,0,0,1
11,15,4,48834,36,33,33,3,0,1,0,0,1
8,11,2,5690,8,2,2,0,0,0,1,0,1
8,11,2,11338,8,2,2,1,0,0,0,0,1
8,11,2,12955,8,2,2,1,0,0,1,0,1
8,11,5,31256,8,2,2,1,0,0,1,0,4
8,11,5,4110,8,2,2,1,0,0,0,0,1
8,11,2,10564,8,2,2,1,0,0,1,0,1
8,11,2,6661,8,2,2,1,0,0,1,0,1
8,11,2,9942,0,0,0,0,0,0,0,0,1
8,11,6,78839,0,0,0,1,0,0,0,0,1
8,11,2,9518,0,0,0,0,0,0,1,0,1
8,11,2,11107,0,0,0,0,0,0,1,0,1
8,11,2,5690,0,0,0,0,0,0,1,0,1
8,11,2,11338,0,0,0,1,0,0,0,0,1
8,11,2,12955,0,0,0,1,0,0,1,0,1
8,11,5,31256,0,0,0,1,0,0,1,0,4
8,11,5,4110,0,0,0,1,0,0,0,0,1
8,11,2,10564,0,0,0,1,0,0,1,0,1
8,11,2,6661,0,0,0,1,0,0,1,0,1
8,11,2,5091,8,2,2,0,0,0,1,0,4
1,1,1,48564,13,1,9,1,0,0,2,0,1
8,11,2,5091,0,0,0,0,0,0,1,0,4
1,1,1,56983,13,1,9,0,0,0,1,2,1
8,11,2,5091,8,2,2,0,0,0,1,0,4
8,11,2,5091,0,0,0,0,0,0,1,0,4
8,11,2,11234,8,2,2,0,0,0,0,0,1
1,1,1,48564,13,1,9,1,0,0,2,0,1
8,11,2,11234,0,0,0,0,0,0,0,0,1
15,31,3,24459,0,0,0,3,0,0,0,0,1
8,11,2,78839,8,2,2,0,0,0,1,0,1
8,11,2,78839,0,0,0,0,0,0,1,0,1
8,11,2,5634,8,2,2,0,0,0,1,0,1
1,1,1,69384,13,1,9,1,0,0,0,0,1
8,11,2,5634,0,0,0,0,0,0,1,0,1
16,32,7,,8,2,2,1,0,1,0,0,1
16,32,7,,8,2,2,0,0,0,0,0,1
1,1,1,22784,13,1,9,1,0,0,1,2,1
1,1,1,51448,13,1,9,0,0,0,2,0,1
1,1,1,22784,13,1,9,1,0,0,1,2,1
1,1,1,14314,1,1,9,4,0,0,0,0,1
1,1,1,54905,1,1,9,1,0,0,0,0,1
1,1,1,68966,1,1,9,1,0,0,0,0,1
1,1,1,46766,1,1,9,1,0,0,0,0,1
1,1,1,50153,1,1,9,1,0,0,0,0,1
1,1,1,,1,1,9,1,0,5,0,0,1
1,1,1,70925,1,1,9,0,0,0,1,0,1
1,1,1,97990,1,1,9,1,0,0,2,0,1
1,1,1,50308,1,1,9,0,0,0,2,0,1
1,1,1,63250,1,1,9,1,0,0,0,0,1
1,1,1,47248,1,1,9,1,0,0,1,0,2
1,1,1,69522,1,1,9,1,0,0,0,0,1
8,11,2,1588,8,2,2,0,0,0,1,2,1
8,11,2,7593,8,2,2,1,0,0,0,2,1
8,11,5,17832,8,2,2,1,0,0,0,0,1
8,11,2,7379,8,2,2,0,0,0,1,0,1
8,11,2,12454,8,2,2,1,0,0,0,0,1
8,11,2,6826,8,2,2,0,0,0,0,0,1
8,11,2,6045,8,2,2,0,0,0,3,0,1
8,11,2,10356,8,2,2,0,0,0,0,0,1
8,11,2,5564,8,2,2,0,0,0,1,0,1
8,11,2,642,8,2,2,1,0,0,1,2,1
8,11,2,6470,8,2,2,1,0,0,1,0,1
8,11,2,8917,8,2,2,1,0,0,0,0,2
8,11,2,5904,8,2,2,0,0,0,0,0,1
8,11,2,1975,8,2,2,0,0,0,0,0,2
8,11,2,8236,8,2,2,0,0,0,0,0,1
8,11,2,6133,8,2,2,0,0,0,1,0,1
8,11,2,1975,8,2,2,0,0,0,0,0,2
21,33,1,47363,0,0,0,3,0,0,0,0,2
